대여일자,대여소명,대여건수합계
2019-09-01,1328. 월곡역 3번출구,2551
2019-09-01,1332. 석계역 5번출구 건너편,2157
2019-09-01,1333. 석관초등학교 앞,1619
2019-09-01,1334. 석관동주민센터 앞,881
2019-09-01,1336. 성북3교 위,1750
2019-09-01,1337. 돈암성당 옆,3153
2019-09-01,1338. 용문2교 옆,1170
2019-09-01,1339. 삼성전자서비스 성북센터,1217
2019-09-01,1340. 광운초등학교 앞,73
2019-09-01,1342. 성북쉼터 앞,244
2019-09-01,1343. 한성대7번출구 앞,592
2019-09-01,1344. 아리랑시네센터 앞,549
2019-09-01,1346. 길음8골어린이공원 옆,898
2019-09-01,1347. 길음래미안아파트817동 상가 앞,507
2019-09-01,1348. 성북제일새마을금고 본점 앞,493
2019-09-01,1349. 월계2교 버스정류장 앞,637
2019-09-01,1351. 안암2교 옆,1918
2019-09-01,1352. e 편한세상 보문아파트 내,324
2019-09-01,1353. 금호어울림센터힐 내,368
2019-09-01,1354. 고려대학교 2번출구,2456
2019-09-01,1355. 보문2교,2470
2019-09-01,1357. 북한산보국문역,621
2019-09-01,1358. 정릉도서관 앞,611
2019-09-01,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,759
2019-09-01,1360. 정릉역,446
2019-09-01,1361. 홍익중고 입구,765
2019-09-01,1362. 보문역6번출구 앞,1419
2019-09-01,1363. 보문4교 인근,1886
2019-09-01,1364. 성북동 치안센터 앞,716
2019-09-01,1365. 선잠단지 앞,371
2019-09-01,1366. 일신초등학교 옆,410
2019-09-01,1367. 길음문화복합미디어센터,472
2019-09-01,1368. 성신여대입구 교차로,1409
2019-09-01,1369. 미아사거리,1281
2019-09-01,1370. 복자사랑 피정의 집,468
2019-09-01,1372. KEB은행 고대점,2704
2019-09-01,1373. 성북구보건소 건너편,878
2019-09-01,1375. 생명의 전화 종합복지관 앞 교차로,1433
2019-09-01,1376. 한국과학기술연구원 중문,305
2019-09-01,1377. 한국과학기술연구원 북문,376
2019-10-01,1302. 한성대입구역6번출구 뒤,881
2019-10-01,1303. 돈암초교 입구,1600
2019-10-01,1304. 만해공원,412
2019-10-01,1305. 성북구청,1213
2019-10-01,1306. 한성대입구역2번출구,2077
2019-10-01,1308. 안암로터리 버스정류장 앞,7181
2019-10-01,1313. 정릉교회 앞,625
2019-10-01,1314. 정릉꿈에그린1단지 201동 앞,374
2019-10-01,1315. 고려사대부속중고 정문,488
2019-10-01,1316. 고려사대부속중고 건너편,517
2019-10-01,1318. 길음역 3번출구 뒤,1642
2019-10-01,1319. 종암사거리 분수대,2613
2019-10-01,1320. LG베스트샵 종암점,2347
2019-10-01,1321. 국민은행 종암동지점 앞,3284
2019-10-01,1322. 래미안라센트아파트 103동 앞,1234
2019-10-01,1323. 월곡역 입구 육교 밑,916
2019-10-01,1325. 상월곡역 4번출구,780
2019-10-01,1326. 상월곡역 1번출구,896
2019-10-01,1327. 상월곡역 3번출구,1334
2019-10-01,1328. 월곡역 3번출구,3038
2019-10-01,1332. 석계역 5번출구 건너편,2298
2019-10-01,1333. 석관초등학교 앞,2018
2019-10-01,1334. 석관동주민센터 앞,1070
2019-10-01,1336. 성북3교 위,1979
2019-10-01,1337. 돈암성당 옆,3608
2019-10-01,1338. 용문2교 옆,1205
2019-10-01,1339. 삼성전자서비스 성북센터,1420
2019-10-01,1340. 광운초등학교 앞,876
2019-10-01,1342. 성북쉼터 앞,215
2019-10-01,1343. 한성대7번출구 앞,749
2019-10-01,1344. 아리랑시네센터 앞,567
2019-10-01,1346. 길음8골어린이공원 옆,1096
2019-10-01,1347. 길음래미안아파트817동 상가 앞,636
2019-10-01,1348. 성북제일새마을금고 본점 앞,613
2019-10-01,1349. 월계2교 버스정류장 앞,696
2019-10-01,1351. 안암2교 옆,2179
2019-10-01,1352. e 편한세상 보문아파트 내,394
2019-10-01,1353. 금호어울림센터힐 내,426
2019-10-01,1354. 고려대학교 2번출구,3216
2019-10-01,1355. 보문2교,2692
2019-10-01,1357. 북한산보국문역,621
2019-10-01,1358. 정릉도서관 앞,643
2019-10-01,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,839
2019-10-01,1360. 정릉역,537
2019-10-01,1361. 홍익중고 입구,1203
2019-10-01,1362. 보문역6번출구 앞,1647
2019-10-01,1363. 보문4교 인근,2157
2019-10-01,1364. 성북동 치안센터 앞,779
2019-10-01,1365. 선잠단지 앞,328
2019-10-01,1366. 일신초등학교 옆,429
2019-10-01,1367. 길음문화복합미디어센터,482
2019-10-01,1368. 성신여대입구 교차로,1482
2019-10-01,1369. 미아사거리,1461
2019-10-01,1370. 복자사랑 피정의 집,601
2019-10-01,1372. KEB은행 고대점,2898
2019-10-01,1373. 성북구보건소 건너편,917
2019-10-01,1375. 생명의 전화 종합복지관 앞 교차로,1867
2019-10-01,1376. 한국과학기술연구원 중문,379
2019-10-01,1377. 한국과학기술연구원 북문,383
2019-11-01,1302. 한성대입구역6번출구 뒤,581
2019-11-01,1303. 돈암초교 입구,1062
2019-11-01,1304. 만해공원,349
2019-11-01,1305. 성북구청,715
2019-11-01,1306. 한성대입구역2번출구,1448
2019-11-01,1308. 안암로터리 버스정류장 앞,5293
2019-11-01,1313. 정릉교회 앞,54
2019-11-01,1314. 정릉꿈에그린1단지 201동 앞,109
2019-11-01,1315. 고려사대부속중고 정문,306
2019-11-01,1316. 고려사대부속중고 건너편,416
2019-11-01,1318. 길음역 3번출구 뒤,1039
2019-11-01,1319. 종암사거리 분수대,1467
2019-11-01,1320. LG베스트샵 종암점,1524
2019-11-01,1321. 국민은행 종암동지점 앞,2057
2019-11-01,1322. 래미안라센트아파트 103동 앞,812
2019-11-01,1323. 월곡역 입구 육교 밑,577
2019-11-01,1325. 상월곡역 4번출구,441
2019-11-01,1326. 상월곡역 1번출구,598
2019-11-01,1327. 상월곡역 3번출구,905
2019-11-01,1328. 월곡역 3번출구,1905
2019-11-01,1332. 석계역 5번출구 건너편,1266
2019-11-01,1333. 석관초등학교 앞,1192
2019-11-01,1334. 석관동주민센터 앞,710
2019-11-01,1336. 성북3교 위,1237
2019-11-01,1337. 돈암성당 옆,1962
2019-11-01,1338. 용문2교 옆,770
2019-11-01,1339. 삼성전자서비스 성북센터,875
2019-11-01,1340. 광운초등학교 앞,694
2019-11-01,1342. 성북쉼터 앞,151
2019-11-01,1343. 한성대7번출구 앞,547
2019-11-01,1344. 아리랑시네센터 앞,371
2019-11-01,1346. 길음8골어린이공원 옆,827
2019-11-01,1347. 길음래미안아파트817동 상가 앞,354
2019-11-01,1348. 성북제일새마을금고 본점 앞,425
2019-11-01,1349. 월계2교 버스정류장 앞,430
2019-11-01,1351. 안암2교 옆,1475
2019-11-01,1352. e 편한세상 보문아파트 내,306
2019-11-01,1353. 금호어울림센터힐 내,255
2019-11-01,1354. 고려대학교 2번출구,2182
2019-11-01,1355. 보문2교,1369
2019-11-01,1357. 북한산보국문역,365
2019-11-01,1358. 정릉도서관 앞,429
2019-11-01,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,508
2019-11-01,1360. 정릉역,723
2019-11-01,1361. 홍익중고 입구,711
2019-11-01,1362. 보문역6번출구 앞,940
2019-11-01,1363. 보문4교 인근,1335
2019-11-01,1364. 성북동 치안센터 앞,563
2019-11-01,1365. 선잠단지 앞,276
2019-11-01,1366. 일신초등학교 옆,265
2019-11-01,1367. 길음문화복합미디어센터,357
2019-11-01,1368. 성신여대입구 교차로,900
2019-11-01,1369. 미아사거리,911
2019-11-01,1370. 복자사랑 피정의 집,443
2019-11-01,1372. KEB은행 고대점,706
2019-11-01,1373. 성북구보건소 건너편,569
2019-11-01,1375. 생명의 전화 종합복지관 앞 교차로,1074
2019-11-01,1376. 한국과학기술연구원 중문,235
2019-11-01,1377. 한국과학기술연구원 북문,251
2019-12-01,1302. 한성대입구역6번출구 뒤,369
2019-12-01,1303. 돈암초교 입구,655
2019-12-01,1304. 만해공원,241
2019-12-01,1305. 성북구청,439
2019-12-01,1306. 한성대입구역2번출구,765
2019-12-01,1308. 안암로터리 버스정류장 앞,2860
2019-12-01,1314. 정릉꿈에그린1단지 201동 앞,178
2019-12-01,1315. 고려사대부속중고 정문,202
2019-12-01,1316. 고려사대부속중고 건너편,260
2019-12-01,1318. 길음역 3번출구 뒤,601
2019-12-01,1319. 종암사거리 분수대,885
2019-12-01,1320. LG베스트샵 종암점,754
2019-12-01,1321. 국민은행 종암동지점 앞,1262
2019-12-01,1322. 래미안라센트아파트 103동 앞,588
2019-12-01,1323. 월곡역 입구 육교 밑,329
2019-12-01,1325. 상월곡역 4번출구,313
2019-12-01,1326. 상월곡역 1번출구,365
2019-12-01,1327. 상월곡역 3번출구,570
2019-12-01,1328. 월곡역 3번출구,1164
2019-12-01,1332. 석계역 5번출구 건너편,680
2019-12-01,1333. 석관초등학교 앞,632
2019-12-01,1334. 석관동주민센터 앞,375
2019-12-01,1336. 성북3교 위,675
2019-12-01,1337. 돈암성당 옆,1039
2019-12-01,1338. 용문2교 옆,417
2019-12-01,1339. 삼성전자서비스 성북센터,532
2019-12-01,1340. 광운초등학교 앞,449
2019-12-01,1342. 성북쉼터 앞,134
2019-12-01,1343. 한성대7번출구 앞,429
2019-12-01,1344. 아리랑시네센터 앞,364
2019-12-01,1346. 길음8골어린이공원 옆,511
2019-12-01,1347. 길음래미안아파트817동 상가 앞,260
2019-12-01,1348. 성북제일새마을금고 본점 앞,232
2019-12-01,1349. 월계2교 버스정류장 앞,266
2019-12-01,1351. 안암2교 옆,872
2019-12-01,1352. e 편한세상 보문아파트 내,238
2019-12-01,1353. 금호어울림센터힐 내,203
2019-12-01,1354. 고려대학교 2번출구,1237
2019-12-01,1355. 보문2교,739
2019-12-01,1357. 북한산보국문역,252
2019-12-01,1358. 정릉도서관 앞,246
2019-12-01,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,265
2019-12-01,1360. 정릉역,360
2019-12-01,1361. 홍익중고 입구,467
2019-12-01,1362. 보문역6번출구 앞,517
2019-12-01,1363. 보문4교 인근,860
2019-12-01,1364. 성북동 치안센터 앞,462
2019-12-01,1365. 선잠단지 앞,129
2019-12-01,1366. 일신초등학교 옆,170
2019-12-01,1367. 길음문화복합미디어센터,202
2019-12-01,1368. 성신여대입구 교차로,498
2019-12-01,1369. 미아사거리,459
2019-12-01,1370. 복자사랑 피정의 집,341
2019-12-01,1372. KEB은행 고대점,1136
2019-12-01,1373. 성북구보건소 건너편,364
2019-12-01,1375. 생명의 전화 종합복지관 앞 교차로,780
2019-12-01,1376. 한국과학기술연구원 중문,147
2019-12-01,1377. 한국과학기술연구원 북문,137
2020-01-01,1302. 한성대입구역6번출구 뒤,355
2020-01-01,1303. 돈암초교 입구,565
2020-01-01,1304. 만해공원,248
2020-01-01,1305. 성북구청,398
2020-01-01,1306. 한성대입구역2번출구,650
2020-01-01,1308. 안암로터리 버스정류장 앞,2111
2020-01-01,1314. 정릉꿈에그린1단지 201동 앞,199
2020-01-01,1315. 고려사대부속중고 정문,131
2020-01-01,1316. 고려사대부속중고 건너편,127
2020-01-01,1318. 길음역 3번출구 뒤,444
2020-01-01,1319. 종암사거리 분수대,805
2020-01-01,1320. LG베스트샵 종암점,656
2020-01-01,1321. 국민은행 종암동지점 앞,896
2020-01-01,1322. 래미안라센트아파트 103동 앞,519
2020-01-01,1323. 월곡역 입구 육교 밑,303
2020-01-01,1325. 상월곡역 4번출구,348
2020-01-01,1326. 상월곡역 1번출구,324
2020-01-01,1327. 상월곡역 3번출구,468
2020-01-01,1328. 월곡역 3번출구,932
2020-01-01,1332. 석계역 5번출구 건너편,613
2020-01-01,1333. 석관초등학교 앞,530
2020-01-01,1334. 석관동주민센터 앞,318
2020-01-01,1336. 성북3교 위,676
2020-01-01,1337. 돈암성당 옆,925
2020-01-01,1338. 용문2교 옆,377
2020-01-01,1339. 삼성전자서비스 성북센터,412
2020-01-01,1340. 광운초등학교 앞,460
2020-01-01,1342. 성북쉼터 앞,144
2020-01-01,1343. 한성대7번출구 앞,381
2020-01-01,1344. 아리랑시네센터 앞,311
2020-01-01,1346. 길음8골어린이공원 옆,440
2020-01-01,1347. 길음래미안아파트817동 상가 앞,192
2020-01-01,1348. 성북제일새마을금고 본점 앞,215
2020-01-01,1349. 월계2교 버스정류장 앞,254
2020-01-01,1351. 안암2교 옆,836
2020-01-01,1352. e 편한세상 보문아파트 내,206
2020-01-01,1353. 금호어울림센터힐 내,203
2020-01-01,1354. 고려대학교 2번출구,831
2020-01-01,1355. 보문2교,628
2020-01-01,1357. 북한산보국문역,223
2020-01-01,1358. 정릉도서관 앞,231
2020-01-01,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,245
2020-01-01,1360. 정릉역,366
2020-01-01,1361. 홍익중고 입구,414
2020-01-01,1362. 보문역6번출구 앞,434
2020-01-01,1363. 보문4교 인근,797
2020-01-01,1364. 성북동 치안센터 앞,403
2020-01-01,1365. 선잠단지 앞,98
2020-01-01,1366. 일신초등학교 옆,154
2020-01-01,1367. 길음문화복합미디어센터,231
2020-01-01,1368. 성신여대입구 교차로,396
2020-01-01,1369. 미아사거리,473
2020-01-01,1370. 복자사랑 피정의 집,317
2020-01-01,1372. KEB은행 고대점,836
2020-01-01,1373. 성북구보건소 건너편,350
2020-01-01,1375. 생명의 전화 종합복지관 앞 교차로,695
2020-01-01,1376. 한국과학기술연구원 중문,123
2020-01-01,1377. 한국과학기술연구원 북문,119
2020-02-01,1302. 한성대입구역6번출구 뒤,366
2020-02-01,1303. 돈암초교 입구,587
2020-02-01,1304. 만해공원,187
2020-02-01,1305. 성북구청,368
2020-02-01,1306. 한성대입구역2번출구,687
2020-02-01,1308. 안암로터리 버스정류장 앞,2201
2020-02-01,1314. 정릉꿈에그린1단지 201동 앞,178
2020-02-01,1315. 고려사대부속중고 정문,175
2020-02-01,1316. 고려사대부속중고 건너편,146
2020-02-01,1318. 길음역 3번출구 뒤,428
2020-02-01,1319. 종암사거리 분수대,823
2020-02-01,1320. LG베스트샵 종암점,641
2020-02-01,1321. 국민은행 종암동지점 앞,948
2020-02-01,1322. 래미안라센트아파트 103동 앞,475
2020-02-01,1323. 월곡역 입구 육교 밑,276
2020-02-01,1325. 상월곡역 4번출구,240
2020-02-01,1326. 상월곡역 1번출구,373
2020-02-01,1327. 상월곡역 3번출구,386
2020-02-01,1328. 월곡역 3번출구,918
2020-02-01,1332. 석계역 5번출구 건너편,617
2020-02-01,1333. 석관초등학교 앞,574
2020-02-01,1334. 석관동주민센터 앞,334
2020-02-01,1336. 성북3교 위,640
2020-02-01,1337. 돈암성당 옆,976
2020-02-01,1338. 용문2교 옆,377
2020-02-01,1339. 삼성전자서비스 성북센터,372
2020-02-01,1340. 광운초등학교 앞,456
2020-02-01,1342. 성북쉼터 앞,145
2020-02-01,1343. 한성대7번출구 앞,374
2020-02-01,1344. 아리랑시네센터 앞,370
2020-02-01,1346. 길음8골어린이공원 옆,461
2020-02-01,1347. 길음래미안아파트817동 상가 앞,185
2020-02-01,1348. 성북제일새마을금고 본점 앞,194
2020-02-01,1349. 월계2교 버스정류장 앞,216
2020-02-01,1351. 안암2교 옆,805
2020-02-01,1352. e 편한세상 보문아파트 내,147
2020-02-01,1353. 금호어울림센터힐 내,192
2020-02-01,1354. 고려대학교 2번출구,884
2020-02-01,1355. 보문2교,737
2020-02-01,1357. 북한산보국문역,253
2020-02-01,1358. 정릉도서관 앞,182
2020-02-01,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,239
2020-02-01,1360. 정릉역,317
2020-02-01,1361. 홍익중고 입구,429
2020-02-01,1362. 보문역6번출구 앞,519
2020-02-01,1363. 보문4교 인근,786
2020-02-01,1364. 성북동 치안센터 앞,331
2020-02-01,1365. 선잠단지 앞,134
2020-02-01,1366. 일신초등학교 옆,145
2020-02-01,1367. 길음문화복합미디어센터,194
2020-02-01,1368. 성신여대입구 교차로,399
2020-02-01,1369. 미아사거리,483
2020-02-01,1370. 복자사랑 피정의 집,285
2020-02-01,1372. KEB은행 고대점,841
2020-02-01,1373. 성북구보건소 건너편,303
2020-02-01,1375. 생명의 전화 종합복지관 앞 교차로,627
2020-02-01,1376. 한국과학기술연구원 중문,113
2020-02-01,1377. 한국과학기술연구원 북문,110
2020-03-01,1302. 한성대입구역6번출구 뒤,540
2020-03-01,1303. 돈암초교 입구,917
2020-03-01,1304. 만해공원,282
2020-03-01,1305. 성북구청,738
2020-03-01,1306. 한성대입구역2번출구,1489
2020-03-01,1308. 안암로터리 버스정류장 앞,3761
2020-03-01,1314. 정릉꿈에그린1단지 201동 앞,425
2020-03-01,1315. 고려사대부속중고 정문,383
2020-03-01,1316. 고려사대부속중고 건너편,225
2020-03-01,1318. 길음역 3번출구 뒤,731
2020-03-01,1319. 종암사거리 분수대,1991
2020-03-01,1320. LG베스트샵 종암점,1171
2020-03-01,1321. 국민은행 종암동지점 앞,1575
2020-03-01,1322. 래미안라센트아파트 103동 앞,774
2020-03-01,1323. 월곡역 입구 육교 밑,670
2020-03-01,1325. 상월곡역 4번출구,409
2020-03-01,1326. 상월곡역 1번출구,575
2020-03-01,1327. 상월곡역 3번출구,763
2020-03-01,1328. 월곡역 3번출구,1756
2020-03-01,1332. 석계역 5번출구 건너편,1701
2020-03-01,1333. 석관초등학교 앞,1081
2020-03-01,1334. 석관동주민센터 앞,721
2020-03-01,1336. 성북3교 위,1455
2020-03-01,1337. 돈암성당 옆,2459
2020-03-01,1338. 용문2교 옆,766
2020-03-01,1339. 삼성전자서비스 성북센터,865
2020-03-01,1340. 광운초등학교 앞,951
2020-03-01,1342. 성북쉼터 앞,220
2020-03-01,1343. 한성대7번출구 앞,512
2020-03-01,1344. 아리랑시네센터 앞,519
2020-03-01,1346. 길음8골어린이공원 옆,665
2020-03-01,1347. 길음래미안아파트817동 상가 앞,338
2020-03-01,1348. 성북제일새마을금고 본점 앞,370
2020-03-01,1349. 월계2교 버스정류장 앞,483
2020-03-01,1351. 안암2교 옆,1540
2020-03-01,1352. e 편한세상 보문아파트 내,257
2020-03-01,1353. 금호어울림센터힐 내,280
2020-03-01,1354. 고려대학교 2번출구,1278
2020-03-01,1355. 보문2교,2150
2020-03-01,1357. 북한산보국문역,463
2020-03-01,1358. 정릉도서관 앞,440
2020-03-01,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,622
2020-03-01,1360. 정릉역,651
2020-03-01,1361. 홍익중고 입구,716
2020-03-01,1362. 보문역6번출구 앞,966
2020-03-01,1363. 보문4교 인근,1471
2020-03-01,1364. 성북동 치안센터 앞,443
2020-03-01,1365. 선잠단지 앞,217
2020-03-01,1366. 일신초등학교 옆,238
2020-03-01,1367. 길음문화복합미디어센터,308
2020-03-01,1368. 성신여대입구 교차로,886
2020-03-01,1369. 미아사거리,1017
2020-03-01,1370. 복자사랑 피정의 집,410
2020-03-01,1372. KEB은행 고대점,1608
2020-03-01,1373. 성북구보건소 건너편,706
2020-03-01,1375. 생명의 전화 종합복지관 앞 교차로,1118
2020-03-01,1376. 한국과학기술연구원 중문,210
2020-03-01,1377. 한국과학기술연구원 북문,207
2020-04-01,1302. 한성대입구역6번출구 뒤,677
2020-04-01,1303. 돈암초교 입구,1074
2020-04-01,1304. 만해공원,275
2020-04-01,1305. 성북구청,1071
2020-04-01,1306. 한성대입구역2번출구,2107
2020-04-01,1308. 안암로터리 버스정류장 앞,5434
2020-04-01,1314. 정릉꿈에그린1단지 201동 앞,456
2020-04-01,1315. 고려사대부속중고 정문,599
2020-04-01,1316. 고려사대부속중고 건너편,171
2020-04-01,1318. 길음역 3번출구 뒤,1190
2020-04-01,1319. 종암사거리 분수대,2922
2020-04-01,1320. LG베스트샵 종암점,1991
2020-04-01,1321. 국민은행 종암동지점 앞,2204
2020-04-01,1322. 래미안라센트아파트 103동 앞,569
2020-04-01,1323. 월곡역 입구 육교 밑,1022
2020-04-01,1325. 상월곡역 4번출구,584
2020-04-01,1326. 상월곡역 1번출구,848
2020-04-01,1327. 상월곡역 3번출구,1221
2020-04-01,1328. 월곡역 3번출구,2699
2020-04-01,1332. 석계역 5번출구 건너편,2559
2020-04-01,1333. 석관초등학교 앞,1851
2020-04-01,1334. 석관동주민센터 앞,1047
2020-04-01,1336. 성북3교 위,2269
2020-04-01,1337. 돈암성당 옆,3658
2020-04-01,1338. 용문2교 옆,1037
2020-04-01,1339. 삼성전자서비스 성북센터,1300
2020-04-01,1340. 광운초등학교 앞,1559
2020-04-01,1342. 성북쉼터 앞,212
2020-04-01,1343. 한성대7번출구 앞,752
2020-04-01,1344. 아리랑시네센터 앞,690
2020-04-01,1346. 길음8골어린이공원 옆,927
2020-04-01,1347. 길음래미안아파트817동 상가 앞,479
2020-04-01,1348. 성북제일새마을금고 본점 앞,519
2020-04-01,1349. 월계2교 버스정류장 앞,770
2020-04-01,1351. 안암2교 옆,2126
2020-04-01,1352. e 편한세상 보문아파트 내,278
2020-04-01,1353. 금호어울림센터힐 내,325
2020-04-01,1354. 고려대학교 2번출구,1991
2020-04-01,1355. 보문2교,3369
2020-04-01,1357. 북한산보국문역,647
2020-04-01,1358. 정릉도서관 앞,680
2020-04-01,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,1088
2020-04-01,1360. 정릉역,904
2020-04-01,1361. 홍익중고 입구,1136
2020-04-01,1362. 보문역6번출구 앞,1418
2020-04-01,1363. 보문4교 인근,1965
2020-04-01,1364. 성북동 치안센터 앞,664
2020-04-01,1365. 선잠단지 앞,271
2020-04-01,1366. 일신초등학교 옆,535
2020-04-01,1367. 길음문화복합미디어센터,406
2020-04-01,1368. 성신여대입구 교차로,1278
2020-04-01,1369. 미아사거리,1642
2020-04-01,1370. 복자사랑 피정의 집,481
2020-04-01,1372. KEB은행 고대점,2247
2020-04-01,1373. 성북구보건소 건너편,1038
2020-04-01,1375. 생명의 전화 종합복지관 앞 교차로,1837
2020-04-01,1376. 한국과학기술연구원 중문,270
2020-04-01,1377. 한국과학기술연구원 북문,196
2020-04-01,1379.길음뉴타운푸르지오아파트 3단지,0
2020-04-01,1380.월곡역 5번출구 앞,3
2020-04-01,1381.석계역 4번출구 뒤,1
2020-04-01,1383.성북동 주민센터 건너편,4
2020-04-01,1384.성신여대입구역 5번출구,1
2020-04-01,1386.동선고가차도 초입,1
2020-04-01,1388.커핀그루나루,2
2020-04-01,1390.석관래미안아트리치,1
2020-04-01,1391.성북청소년센터,2
2020-04-01,1392.돈암삼성풍림아파트,1
2020-04-01,1393.돈암육교 하단,1
2020-04-01,1394.길음뉴타운 래미안9단지,36
2020-04-01,1395.래미안장위포레카운티(102동),1
2020-04-01,1396.래미안장위퍼스트하이(513동),2
2020-05-01,1302. 한성대입구역6번출구 뒤,589
2020-05-01,1303. 돈암초교 입구,1228
2020-05-01,1304. 만해공원,256
2020-05-01,1305. 성북구청,955
2020-05-01,1306. 한성대입구역2번출구,2164
2020-05-01,1308. 안암로터리 버스정류장 앞,5749
2020-05-01,1314. 정릉꿈에그린1단지 201동 앞,531
2020-05-01,1315. 고려사대부속중고 정문,505
2020-05-01,1316. 고려사대부속중고 건너편,412
2020-05-01,1318. 길음역 3번출구 뒤,1320
2020-05-01,1319. 종암사거리 분수대,2486
2020-05-01,1320. LG베스트샵 종암점,2321
2020-05-01,1321. 국민은행 종암동지점 앞,2635
2020-05-01,1322. 래미안라센트아파트 103동 앞,1045
2020-05-01,1323. 월곡역 입구 육교 밑,1038
2020-05-01,1325. 상월곡역 4번출구,609
2020-05-01,1326. 상월곡역 1번출구,951
2020-05-01,1327. 상월곡역 3번출구,1429
2020-05-01,1328. 월곡역 3번출구,3151
2020-05-01,1332. 석계역 5번출구 건너편,2877
2020-05-01,1333. 석관초등학교 앞,2245
2020-05-01,1334. 석관동주민센터 앞,1218
2020-05-01,1336. 성북3교 위,2459
2020-05-01,1337. 돈암성당 옆,4145
